缸盖,缸盖
行时,
垂直,
陀螺,
报,
飞机,
机上,
电检,
检测,
检测车,
操纵,
右,
副翼,
过程,
中,
主通道,
通道,
工作,
备,
通道,
操纵,
舵,
面,
不动,
报,
余度,
2,
模型,
监控,
故障,
垂直,
陀螺,
安装,
支架,
右前,
前脚,
连接,
螺杆,
断裂,
地面,
联,
试,
发现,
角,
速率,
陀螺,
俯仰,
俯仰角,
仰角,
输出,
无,
变化,
飞机,
通电,
操作,
左,
刹车,
时,
刹车,
压力,
始终,
零,
刹车,
控制,
控制器,
无,
动作,
飞机,
加,
电,
舵机,
控制,
盒,
报,
余度,
2,
监控,
故障,
控制,
控制不了,
舵,
面,
飞机,
加,
电,
调,
零,
舵,
面,
时,
控制,
盒,
报,
余度,
2,
 ,
DSP,
模型,
故障,
余度,
2,
可用,
手轻,
轻易,
扳动,
舵,
面,
余度,
1,
飞行,
32,
小时,
后,
惯,
导报,
惯,
导,
位置,
速度,
超,
差,
着陆,
着陆时,
航向,
偏差,
达,
25,
°,
联,
试过,
过程,
中大,
大气,
气数,
数据,
计算,
计算机,
算机,
不显,
显示,
数据,
闪,
红,
报,
垂直,
陀螺,
C,
11,
指示,
指示灯,
显示,
报,
红,
故障,
检查,
故障,
依然,
联,
试过,
过程,
中,
左,
右,
升降,
升降舵,
舵机,
发抖,
联,
试过,
过程,
中,
右,
升降,
升降舵,
舵机,
发抖,
地面,
检测,
测时,
惯,
导,
姿态,
角,
异常,
通电,
电检,
检查,
时,
综合,
检测,
计算,
计算机,
算机,
显示,
大气,
气机,
指示,
指示灯,
闪,
红,
报,
大气,
气机,
机工,
工作,
不正,
2,
号,
垂直,
陀螺,
横滚,
角,
30,
°,
修,
20,
°,
时,
1,
小时,
俯仰,
俯仰角,
仰角,
指示,
指示灯,
显示,
红色,
报,
起飞,
爬升,
约,
1000,
米,
高度,
1,
号,
垂直,
陀螺,
报,
飞行,
几小时,
小时,
后,
2,
号,
垂直,
陀螺,
报,
返航,
航至,
落地,
过程,
中,
2,
垂直,
陀螺,
处于,
报,
状态,
速率,
陀螺,
空中,
中报,
故障,
直至,
着陆,
起飞,
起飞时,
角,
速率,
陀螺,
报,
故障,
飞机,
起飞,
飞离,
离地,
时,
高度,
10,
米,
跳变,
0,
 ,
转,
滚转,
改,
平,
段,
2,
秒,
后,
无线,
无线电,
高度,
高度表,
表显,
显示,
高度,
值,
0,
持续,
飞机,
接地,
空中,
中报,
惯,
导,
位置,
速度,
超,
差,
航,
姿,
无效,
中,
后,
地板,
上,
发电,
发电机,
电机,
控制,
控制器,
左侧,
2,
嵌入,
件,
装,
偏,
约,
2mm,
6,
7,
框,
间,
蒙皮,
C,
上天,
天线,
未,
开,
安装,
孔,
未,
安装,
衬套,
右后,
地板,
上,
单相,
相变,
4,
嵌入,
件,
未,
安装,
中,
后,
地板,
上,
发电,
发电机,
电机,
控制,
控制器,
左侧,
2,
嵌入,
件,
装,
偏,
约,
2mm,
6,
7,
框,
间,
蒙皮,
C,
上天,
天线,
未,
开,
安装,
孔,
未,
安装,
衬套,
右后,
地板,
上,
单相,
相变,
4,
嵌入,
件,
未,
安装,
中,
后,
地板,
上,
发电,
发电机,
电机,
控制,
控制器,
左侧,
2,
嵌入,
件,
装,
偏,
约,
2mm,
右后,
地板,
上,
单相,
相变,
4,
嵌入,
件,
未,
安装,
中,
后,
地板,
上,
发电,
发电机,
电机,
控制,
控制器,
左侧,
2,
嵌入,
件,
装,
偏,
约,
2mm,
右后,
地板,
上,
单相,
相变,
4,
嵌入,
件,
未,
安装,
中,
后,
地板,
上,
发电,
发电机,
电机,
控制,
控制器,
左侧,
2,
嵌入,
件,
装,
偏,
约,
2mm,
6,
7,
框,
间,
蒙皮,
C,
上天,
天线,
未,
开,
安装,
孔,
未,
安装,
衬套,
中,
后,
地板,
上,
发电,
发电机,
电机,
控制,
控制器,
左侧,
2,
嵌入,
件,
装,
偏,
约,
2mm,
左,
右,
机翼,
搭,
铁,
带,
松动,
搭,
铁,
带,
端头,
开,
孔,
尺寸,
偏大,
中,
后,
地板,
上,
发电,
发电机,
电机,
控制,
控制器,
左侧,
2,
嵌入,
件,
装,
偏,
约,
2mm,
通风,
盒,
通风,
通风管,
风管,
惯,
导,
托架,
开,
孔,
5,
号,
地板,
上,
开,
孔,
三者,
同轴,
机身,
身上,
蒙皮,
差分,
GPS,
天线,
安装,
孔,
后移,
约,
3mm,
1,
框,
腹板,
上,
大气,
气机,
右,
），,
框,
腹板,
右,
纵梁,
相连,
相连接,
连接,
铆钉,
干涉,
空速,
加温,
开关,
销,
孔,
开,
偏,
需,
补,
孔,
并重,
开,
孔,
发电,
发电机,
电机,
控制,
控制器,
左侧,
2,
安装,
孔,
错位,
机翼,
翼翼,
翼根,
处,
机身,
对接,
上,
下,
翼面,
缘,
条,
上有,
托板,
螺母,
脱落,
左,
机翼,
2,
处,
已,
松动,
弹,
垫,
拧紧,
后发,
发生,
断裂,
通风,
盒,
通风,
通风管,
风管,
惯,
导,
托架,
开,
孔,
5,
号,
地板,
上,
开,
孔,
三者,
同轴,
机身,
身上,
蒙皮,
差分,
GPS,
天线,
安装,
孔,
位置,
后移,
约,
1mm,
蒙皮,
斜边,
干涉,
蒙皮,
安装,
面,
贴合,
弹,
垫,
拧紧,
后发,
发生,
断裂,
通风,
盒,
通风,
通风管,
风管,
惯,
导,
托架,
开,
孔,
5,
号,
地板,
上,
开,
孔,
三者,
同轴,
机身,
身上,
蒙皮,
差分,
GPS,
天线,
安装,
孔,
位置,
后移,
约,
1mm,
蒙皮,
斜边,
干涉,
蒙皮,
安装,
面,
贴合,
弹,
垫,
拧紧,
后发,
发生,
断裂,
通风,
盒,
通风,
通风管,
风管,
惯,
导,
托架,
开,
孔,
5,
号,
地板,
上,
开,
孔,
三者,
同轴,
身上,
蒙皮,
差分,
GPS,
天线,
安装,
孔,
后移,
约,
3mm,
空速,
加温,
开关,
销,
孔,
开,
偏,
需,
补,
孔,
并重,
开,
孔,
机翼,
翼翼,
翼根,
处,
机身,
对接,
上,
下,
翼面,
缘,
条,
上有,
托板,
螺母,
脱落,
弹,
垫,
拧紧,
后发,
发生,
断裂,
通风,
盒,
通风,
通风管,
风管,
惯,
导,
托架,
开,
孔,
5,
号,
地板,
上,
开,
孔,
三者,
同轴,
机身,
身上,
蒙皮,
差分,
GPS,
天线,
安装,
孔,
位置,
后移,
约,
1mm,
蒙皮,
斜边,
干涉,
蒙皮,
安装,
面,
贴合,
左,
机翼,
襟翼,
舵机,
右下,
托板,
螺母,
螺纹,
滑,
扣,
已,
安装,
螺钉,
拆卸,
须,
更换,
螺母,
机翼,
翼翼,
翼根,
处,
机身,
对接,
上,
下,
翼面,
缘,
条,
上有,
托板,
螺母,
脱落,
左,
机翼,
1,
处,
已,
松动,
弹,
垫,
拧紧,
后发,
发生,
断裂,
通风,
盒,
通风,
通风管,
风管,
惯,
导,
托架,
开,
孔,
5,
号,
地板,
上,
开,
孔,
三者,
同轴,
机身,
身上,
蒙皮,
差分,
GPS,
天线,
安装,
孔,
后移,
约,
3mm,
发电,
发电机,
电机,
控制,
控制器,
左侧,
2,
安装,
孔,
错位,
机翼,
翼翼,
翼根,
处,
机身,
对接,
上,
下,
翼面,
缘,
条,
上有,
托板,
螺母,
脱落,
左,
机翼,
2,
搭,
铁,
带,
已,
松动,
弹,
垫,
拧紧,
后发,
发生,
断裂,
通风,
盒,
通风,
通风管,
风管,
惯,
导,
托架,
开,
孔,
5,
号,
地板,
上,
开,
孔,
三者,
同轴,
机身,
身上,
蒙皮,
差分,
GPS,
天线,
安装,
孔,
位置,
后移,
约,
1mm,
蒙皮,
斜边,
干涉,
蒙皮,
安装,
面,
贴合,
机翼,
翼翼,
翼根,
处,
机身,
对接,
上,
下,
翼面,
缘,
条,
上有,
托板,
螺母,
脱落,
左,
机翼,
1,
处,
已,
松动,
弹,
垫,
拧紧,
后发,
发生,
断裂,
5,
号,
地板,
上,
惯,
导,
托架,
通风,
盒,
安装,
不,
协调,
需,
调整,
惯,
导,
托架,
通风,
盒,
嵌入,
件,
安装,
位置,
弹,
垫,
拧紧,
后发,
发生,
断裂,
5,
号,
地板,
上,
惯,
导,
托架,
通风,
盒,
安装,
不,
协调,
需,
调整,
惯,
导,
托架,
通风,
盒,
嵌入,
件,
安装,
位置,
弹,
垫,
拧紧,
后发,
发生,
断裂,
5,
号,
地板,
上,
惯,
导,
托架,
通风,
盒,
安装,
不,
协调,
需,
调整,
惯,
导,
托架,
通风,
盒,
嵌入,
件,
安装,
位置,
油箱,
地板,
上,
蓄电,
蓄电池,
电池,
支架,
3,
嵌入,
件,
未,
安装,
弹,
垫,
拧紧,
后发,
发生,
断裂,
5,
号,
地板,
上,
惯,
导,
托架,
通风,
盒,
安装,
不,
协调,
需,
调整,
惯,
导,
托架,
通风,
盒,
嵌入,
件,
安装,
位置,
油箱,
地板,
上,
蓄电,
蓄电池,
电池,
支架,
3,
嵌入,
件,
未,
安装,
弹,
垫,
拧紧,
后发,
发生,
断裂,
5,
号,
地板,
上,
惯,
导,
托架,
通风,
盒,
安装,
不,
协调,
需,
调整,
惯,
导,
托架,
通风,
盒,
嵌入,
件,
安装,
位置,
弹,
垫,
拧紧,
后发,
发生,
断裂,
5,
号,
地板,
上,
惯,
导,
托架,
通风,
盒,
安装,
不,
协调,
需,
调整,
惯,
导,
托架,
通风,
盒,
嵌入,
件,
安装,
位置,
弹,
垫,
拧紧,
后发,
发生,
断裂,
5,
号,
地板,
上,
惯,
导,
托架,
通风,
盒,
安装,
不,
协调,
需,
调整,
惯,
导,
托架,
通风,
盒,
嵌入,
件,
安装,
位置,
弹,
垫,
拧紧,
后发,
发生,
断裂,
机身,
身上,
蒙皮,
差分,
GPS,
天线,
安装,
安装,
位置,
后移,
约,
2mm,
需,
调整,
GPS,
天线,
安装,
位置,
1,
框,
腹板,
上,
大气,
气机,
旁边,
铆钉,
干涉,
机身,
身上,
蒙皮,
差分,
GPS,
天线,
安装,
安装,
位置,
后移,
约,
2mm,
需,
调整,
GPS,
天线,
安装,
位置,
1,
框,
腹板,
上,
大气,
气机,
旁边,
铆钉,
干涉,
机身,
身上,
蒙皮,
差分,
GPS,
天线,
安装,
安装,
位置,
后移,
约,
2mm,
需,
调整,
GPS,
天线,
安装,
位置,
机身,
身上,
蒙皮,
差分,
GPS,
天线,
安装,
安装,
位置,
后移,
约,
2mm,
需,
调整,
GPS,
天线,
安装,
位置,
机身,
身上,
蒙皮,
差分,
GPS,
天线,
安装,
安装,
位置,
后移,
约,
2mm,
需,
调整,
GPS,
天线,
安装,
位置,
单相,
相变,
安装,
位置,
有误,
需,
重,
铆,
托板,
螺母,
机身,
身上,
蒙皮,
差分,
GPS,
天线,
安装,
安装,
位置,
后移,
约,
2mm,
需,
调整,
GPS,
天线,
安装,
位置,
单相,
相变,
安装,
位置,
有误,
需,
重,
铆,
托板,
螺母,
机身,
身上,
蒙皮,
差分,
GPS,
天线,
安装,
安装,
位置,
后移,
约,
2mm,
需,
调整,
GPS,
天线,
安装,
位置,
单相,
相变,
安装,
位置,
有误,
需,
重,
铆,
托板,
螺母,
机头,
头罩,
上,
用于,
安装,
前,
视,
摄像,
摄像头,
像头,
玻璃,
玻璃片,
上,
盖,
下,
盖,
空速,
干涉,
机头,
头罩,
上,
用于,
安装,
前,
视,
摄像,
摄像头,
像头,
玻璃,
玻璃片,
上,
盖,
下,
盖,
空速,
干涉,
机头,
头罩,
上,
用于,
安装,
前,
视,
摄像,
摄像头,
像头,
玻璃,
玻璃片,
上,
盖,
下,
盖,
空速,
干涉,
短舱,
下,
罩,
密封,
密封条,
封条,
尺寸,
图纸,
尺寸,
不符,
短舱,
下,
罩,
密封,
密封条,
封条,
尺寸,
图纸,
尺寸,
不符,
短舱,
下,
罩,
密封,
密封条,
封条,
尺寸,
图纸,
尺寸,
不符,
短舱,
下,
罩,
密封,
密封条,
封条,
尺寸,
图纸,
尺寸,
不符,
短舱,
下,
罩,
密封,
密封条,
封条,
尺寸,
图纸,
尺寸,
不符,
短舱,
下,
罩,
密封,
密封条,
封条,
尺寸,
图纸,
尺寸,
不符,
短舱,
下,
罩,
密封,
密封条,
封条,
尺寸,
图纸,
尺寸,
不符,
卫,
通,
链路,
功放,
放电,
电源,
组合,
安装,
时,
惯,
导,
通风,
盒,
干涉,
卫,
通,
链路,
功放,
放电,
电源,
组合,
支架,
左侧,
安装,
孔,
距,
设计,
不符,
左侧,
可拆卸,
拆卸,
蒙皮,
组件,
右侧,
可拆卸,
拆卸,
蒙皮,
组件,
机身,
连接,
连接处,
未,
涂装,
密封,
密封胶,
卫,
通,
链路,
功放,
放电,
电源,
组合,
安装,
时,
惯,
导,
通风,
盒,
干涉,
卫,
通,
链路,
功放,
放电,
电源,
组合,
支架,
左侧,
安装,
孔,
距,
设计,
不符,
左侧,
可拆卸,
拆卸,
蒙皮,
组件,
右侧,
可拆卸,
拆卸,
蒙皮,
组件,
机身,
连接,
连接处,
未,
涂装,
密封,
密封胶,
中,
罩,
位置,
处,
相机,
维护,
口盖,
安装,
后,
数码,
数码相机,
相机,
镜头,
干涉,
相机,
维护,
口盖,
后下,
罩,
安装,
反向,
左侧,
可拆卸,
拆卸,
蒙皮,
组件,
右侧,
可拆卸,
拆卸,
蒙皮,
组件,
机身,
连接,
连接处,
未,
涂装,
密封,
密封胶,
卫,
通,
链路,
功放,
放电,
电源,
组合,
安装,
时,
惯,
导,
通风,
盒,
干涉,
卫,
通,
链路,
功放,
放电,
电源,
组合,
支架,
左侧,
安装,
孔,
距,
设计,
不符,
左侧,
可拆卸,
拆卸,
蒙皮,
组件,
右侧,
可拆卸,
拆卸,
蒙皮,
组件,
机身,
连接,
连接处,
未,
涂装,
密封,
密封胶,
左侧,
可拆卸,
拆卸,
蒙皮,
组件,
右侧,
可拆卸,
拆卸,
蒙皮,
组件,
机身,
连接,
连接处,
未,
涂装,
密封,
密封胶,
左侧,
可拆卸,
拆卸,
蒙皮,
组件,
右侧,
可拆卸,
拆卸,
蒙皮,
组件,
机身,
连接,
连接处,
未,
涂装,
密封,
密封胶,
左侧,
可拆卸,
拆卸,
蒙皮,
组件,
右侧,
可拆卸,
拆卸,
蒙皮,
组件,
机身,
连接,
连接处,
未,
涂装,
密封,
密封胶,
左侧,
可拆卸,
拆卸,
蒙皮,
组件,
右侧,
可拆卸,
拆卸,
蒙皮,
组件,
机身,
连接,
连接处,
未,
涂装,
密封,
密封胶,
左侧,
可拆卸,
拆卸,
蒙皮,
组件,
右侧,
可拆卸,
拆卸,
蒙皮,
组件,
机身,
连接,
连接处,
未,
涂装,
密封,
密封胶,
左侧,
可拆卸,
拆卸,
蒙皮,
组件,
右侧,
可拆卸,
拆卸,
蒙皮,
组件,
机身,
连接,
连接处,
未,
涂装,
密封,
密封胶,
右方,
方向,
方向舵,
可上,
窜,
动,
窜,
动,
间隙,
1,
5mm,
左侧,
可拆卸,
拆卸,
蒙皮,
组件,
右侧,
可拆卸,
拆卸,
蒙皮,
组件,
机身,
连接,
连接处,
未,
涂装,
密封,
密封胶,
发动,
发动机,
动机,
装机,
过程,
中,
发电,
发电机,
电机,
连接,
轴套,
联轴器,
同轴,
度,
不合,
合格,
装机,
过程,
中发,
发现,
空气,
空气冷却,
气冷,
冷却,
风罩,
未,
开,
孔,
装机,
装机,
过程,
中发,
发现,
空气,
空气冷却,
气冷,
冷却,
风罩,
未,
开,
孔,
装机,
装机,
过程,
中发,
发现,
空气,
空气冷却,
气冷,
冷却,
风罩,
未,
开,
孔,
装机,
发动,
发动机,
发动机短,
动机,
短舱,
上,
罩,
外部,
撕裂,
机翼,
尾翼,
舵,
面上,
轴承,
已,
分发,
发生,
生锈,
锈蚀,
机翼,
尾翼,
舵,
面上,
轴承,
已,
分发,
发生,
生锈,
锈蚀,
机翼,
尾翼,
舵,
面上,
轴承,
已,
分发,
发生,
生锈,
锈蚀,
机翼,
尾翼,
舵,
面上,
轴承,
已,
分发,
发生,
生锈,
锈蚀,
机翼,
尾翼,
舵,
面上,
轴承,
已,
分发,
发生,
生锈,
锈蚀,
机翼,
尾翼,
舵,
面上,
轴承,
已,
分发,
发生,
生锈,
锈蚀,
机翼,
尾翼,
舵,
面上,
轴承,
已,
分发,
发生,
生锈,
锈蚀,
中,
罩,
位置,
处,
相机,
维护,
口盖,
安装,
后,
数码,
数码相机,
相机,
镜头,
干涉,
设备,
常安,
安装,
中,
罩,
位置,
处,
相机,
维护,
口盖,
安装,
后,
数码,
数码相机,
相机,
镜头,
干涉,
设备,
常安,
安装,
中,
罩,
位置,
处,
相机,
维护,
口盖,
安装,
后,
数码,
数码相机,
相机,
镜头,
干涉,
设备,
常安,
安装,
数码,
数码相机,
相机,
安装,
位置,
偏移,
影响,
设备,
常安,
安装,
数码,
数码相机,
相机,
安装,
位置,
偏移,
影响,
设备,
常安,
安装,
散热,
散热器,
支架,
滑,
油,
散热,
散热器,
端的,
两个,
横梁,
间距,
尺寸,
图纸,
不符,
导致,
滑,
油,
散热,
散热器,
安装,
装到,
到位,
散热,
散热器,
支架,
滑,
油,
散热,
散热器,
端的,
两个,
横梁,
间距,
尺寸,
图纸,
不符,
导致,
滑,
油,
散热,
散热器,
安装,
装到,
到位,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
导致,
发动,
发动机,
动机,
空中,
飞行,
过程,
中散,
散热,
效果,
影响,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
导致,
发动,
发动机,
动机,
空中,
飞行,
过程,
中散,
散热,
效果,
影响,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
导致,
发动,
发动机,
动机,
空中,
飞行,
过程,
中散,
散热,
效果,
影响,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
导致,
发动,
发动机,
动机,
空中,
飞行,
过程,
中散,
散热,
效果,
影响,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
导致,
发动,
发动机,
动机,
空中,
飞行,
过程,
中散,
散热,
效果,
影响,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
导致,
发动,
发动机,
动机,
空中,
飞行,
过程,
中散,
散热,
效果,
影响,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
导致,
发动,
发动机,
动机,
空中,
飞行,
过程,
中散,
散热,
效果,
影响,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
导致,
发动,
发动机,
动机,
空中,
飞行,
过程,
中散,
散热,
效果,
影响,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
导致,
发动,
发动机,
动机,
空中,
飞行,
过程,
中散,
散热,
效果,
影响,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
导致,
发动,
发动机,
动机,
空中,
飞行,
过程,
中散,
散热,
效果,
影响,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
导致,
发动,
发动机,
动机,
空中,
飞行,
过程,
中散,
散热,
效果,
影响,
冷却,
风罩,
均,
发动,
发动机,
动机,
散热,
散热片,
覆盖,
冷却,
风罩,
下端,
缺少,
包裹,
翻,
导致,
发动,
发动机,
动机,
空中,
飞行,
过程,
中散,
散热,
效果,
影响,
机身,
蒙皮,
上,
测控,
C,
上天,
天线,
安装,
孔,
未,
开,
相机,
口盖,
缺,
扁圆,
圆头,
螺钉,
六角,
锁,
螺母,
垫片,
用于,
固定,
UHF,
天线,
天线罩,
螺钉,
长度,
拧紧,
紧固,
固定,
右,
机翼,
翼翼,
翼根,
处,
翼面,
面上,
托板,
螺母,
脱落,
需,
固定,
机身,
尾,
撑,
对接,
处,
机身,
对接,
框上,
上托,
托板,
螺母,
滑,
丝,
发动,
发动机,
发动机短,
动机,
短舱,
下,
罩,
板,
短舱,
下,
罩,
连接,
连接处,
开胶,
地面,
做起,
起落,
起落架,
落架,
收放,
时,
发现,
右,
主,
起落,
起落架,
落架,
掉,
压,
机身,
油箱,
加油,
口盖,
内,
橡胶,
橡胶圈,
胶圈,
断裂,
短舱,
下,
罩,
组件,
拆卸,
时,
左侧,
螺钉,
安装,
孔,
内侧,
侧边,
边缘,
断裂,
掉,
约,
2,
5,
7cm,
裂片,
舱门,
拉杆,
断裂,
飞行,
过程,
中,
油量,
测量,
量值,
正常值,
常值,
突变,
满,
油量,
后,
飞,
控计算机,
计算,
计算机,
算机,
报,
油量,
量表,
超,
差,
飞行,
着陆,
后,
右,
刹车,
抱死,
情况,
飞机,
牵引,
飞行,
过程,
中,
SAR,
工作,
作成,
成像,
时,
飞行,
主,
电流,
43A,
~,
71A,
内,
跳变,
电压,
波动,
较大,
空中,
飞行,
过程,
中,
飞,
控计算机,
计算,
计算机,
算机,
机工,
工作,
惯,
导报,
一级,
故障,
空管,
应答,
应答机,
信号,
收起,
起落,
起落架,
落架,
架过,
过程,
中,
动作,
发动,
发动机,
动机,
开车,
过程,
中发,
发现,
检测,
检测车,
中,
综合,
检测,
计算,
计算机,
算机,
显示,
燃油,
燃油泵,
油泵,
1,
指示,
指示灯,
常,
亮,
发动,
发动机,
动机,
开车,
时,
检测,
检测车,
报,
12V,
欠,
压,
故障,
地面,
飞行,
行前,
联,
试,
时,
发动,
发动机,
动机,
开车,
发电,
发电机,
电机,
建,
压,
后,
初始,
电压,
略偏,
偏低,
后,
电压,
持续,
降低,
翻转,
负,
励磁,
地面,
飞行,
行前,
联,
试,
时,
发动,
发动机,
动机,
开车,
发电,
发电机,
电机,
建,
压,
后,
初始,
电压,
略偏,
偏低,
后,
电压,
持续,
降低,
翻转,
负,
励磁,
地面,
检测,
测时,
惯,
导,
姿态,
角,
异常,
飞行,
行时,
垂直,
陀螺,
报,
角,
速率,
陀螺,
数值,
异常,
飞行,
行至,
5000m,
时,
执行,
手动,
跟踪,
指令,
光电,
电平,
平台,
旋转,
方向,
失控,
飞行,
行至,
6000m,
时,
工作,
飞行,
中发,
发现,
光电,
电平,
平台,
激光,
上,
电,
自检,
报,
激光,
后,
无,
回报,
报数,
数值,
光电,
电平,
平台,
台电,
电控,
电控箱,
地面,
联,
试,
时,
激光,
激光测距,
测距,
无,
测距,
数据,
报,
SAR,
数据,
回放,
单元,
回放,
SAR,
机载,
原始,
原始数据,
数据,
读取,
映射,
盘,
飞机,
加,
电,
应答,
应答机,
启动,
动系统,
系统,
自检,
接收,
接收机,
报,
