编号,序号,所属系统,产品名称,故障部位,深层现象,故障现象,故障分析,处理方式,处理方式标签2,处理方式标签,系统标签
R801,801,测控系统,卫通机载收发组合,密钥接入信号线,密钥接入信号线焊接错误,在联试过程中，卫通机载收发组合的保密机模块不能完成密钥注入,由于工作人员粗心大意，导致密钥接入信号线焊接错误，造成不能完成密钥注入,重新焊接,3,维修(无需更换）,2
R803,803,测控系统,机载Ku天线,方位旋变压环,天线方位轴顺时针和逆时针转动零点不一致，方位旋变压环松动导致外环松动,机场联试时发现，机载Ku天线失锁,方位旋变压环松动导致外环松动，机载Ku天线失锁,紧固故障件,3,维修(无需更换）,2
R804,804,测控系统,机载Ku天线,天线控制盒与惯导接口芯片,天线控制盒和惯导串口接口芯片硬件故障,地面联试过程中，惯导准航后不能锁定卫星，只有在重要汇流条重新断电上电后才能正常工作,天线控制盒和惯导串口接口芯片硬件故障导致惯导逐句无法接收,更换故障件,2,更换故障件,2
R805,805,测控系统,卫星中继数据链,收发组合端口的插头信号线,收发组合端口连接的插头信号线破损，功放中频输入电缆头及其后附件紧固不到位,卫通在密码传输下不通，在明码传输下正常,收发组合端口连接的插头信号线破损造成合密钥注入异常，功放中频输入电缆头及其后附件紧固不到位造成射频信号异常,对线缆处理后恢复正常，将电缆头和附件紧固,3,维修(无需更换）,2
R806,806,测控系统,卫星中继数据链,收发组合端口的插头信号线,收发组合端口连接的插头信号线破损，功放中频输入电缆头及其后附件紧固不到位,卫通在密码传输下不通，在明码传输下正常,收发组合端口连接的插头信号线破损造成合密钥注入异常，功放中频输入电缆头及其后附件紧固不到位造成射频信号异常,对线缆处理后恢复正常，将电缆头和附件紧固,3,维修(无需更换）,2
R807,807,测控系统,卫通链路功放组合,滤波电容,功放电容模块滤波电容脱落,联试中，卫通下行反向链路锁定不稳,功放电容模块滤波电容脱落导致故障,更换功放电源模块脱落的滤波电容,2,更换故障件,2
R808,808,测控系统,卫通链路,收发组合监控板CPLD芯片,收发组合监控板CPLD芯片失效,起飞前状态检查，卫通链路设备状态显示异常,收发组合监控板CPLD芯片失效,更换故障件,2,更换故障件,2
R810,810,测控系统,机载卫通Ku天线,驱动盒内部C11电容,天线驱动盒内部C11电容被击穿,联试过程中，机载Ku卫通天线跟踪设备加电后，天线方位轴不受控制,机载Ku卫通天线跟踪设备加电后，天线方位轴不受控，是由于天线驱动盒内部C11电容被击穿短路所致,更换故障件,2,更换故障件,2
R811,811,测控系统,机载卫通Ku天线,机载卫通Ku天线,重新安装后安装位置和之前存在安装偏差,地面联试过程中发现机载卫通Ku天线在俯仰45度水平190度处不停地抖动，无法锁定卫星,安装位置可能存在安装偏差，造成天线零值与之前发生变化，所以设备加电，天线未指准目标而处于扫描状态，因此天线不停的摆动,重新安装，并对天线跟踪设备零值重新进行标定后,3,维修(无需更换）,2
R812,812,测控系统,机载Ku卫通天线,跟踪设备极化扇齿,极化扇齿变形,机载卫通天线分别出现两次机载卫通天线显示不能锁定卫星的现象,极化扇齿变形造成极化传动机构运转卡滞，导致天线极化角未转到位，所以天线一值处于指向状态，未实现自动跟踪,更换故障件,2,更换故障件,2
R814,814,动力装置系统,发电机连接轴套；发动机支架,发电机连接轴套；发动机支架,发电机连接轴套与发动机支架间隙过小,发电机连接轴套与发动机支架间隙未达到要求，无法装机,发电机连接轴套与发动机支架间隙过小,局部修锉发电机轴套耳片,3,维修(无需更换）,4
R815,815,动力装置系统,发电机连接轴套；发动机支架,发电机连接轴套；发动机支架,发电机连接轴套与发动机支架间隙过小,发电机连接轴套与发动机支架间隙未达到要求，无法装机,发电机连接轴套与发动机支架间隙过小,局部修锉发电机轴套耳片,3,维修(无需更换）,4
R816,816,动力装置系统,发电机连接轴套；发动机支架,发电机连接轴套；发动机支架,发电机连接轴套与发动机支架间隙过小,发电机连接轴套与发动机支架间隙未达到要求，无法装机,发电机连接轴套与发动机支架间隙过小,局部修锉发电机轴套耳片,3,维修(无需更换）,4
R817,817,动力装置系统,发电机连接轴套；发动机支架,发电机连接轴套；发动机支架,发电机连接轴套与发动机支架间隙过小,发电机连接轴套与发动机支架间隙未达到要求，无法装机,发电机连接轴套与发动机支架间隙过小,局部修锉发电机轴套耳片,3,维修(无需更换）,4
R818,818,动力装置系统,发电机连接轴套；发动机支架,发电机连接轴套；发动机支架,发电机连接轴套与发动机支架间隙过小,发电机连接轴套与发动机支架间隙未达到要求，无法装机,发电机连接轴套与发动机支架间隙过小,局部修锉发电机轴套耳片,3,维修(无需更换）,4
R819,819,动力装置系统,发电机连接轴套；发动机支架,发电机连接轴套；发动机支架,发电机连接轴套与发动机支架间隙过小,发电机连接轴套与发动机支架间隙未达到要求，无法装机,发电机连接轴套与发动机支架间隙过小,局部修锉发电机轴套耳片,3,维修(无需更换）,4
R820,820,动力装置系统,发电机连接轴套；发动机支架,发电机连接轴套；发动机支架,发电机连接轴套与发动机支架间隙过小,发电机连接轴套与发动机支架间隙未达到要求，无法装机,发电机连接轴套与发动机支架间隙过小,局部修锉发电机轴套耳片,3,维修(无需更换）,4
R824,824,动力装置系统,散热器,散热器支架耳片,散热器支架耳片与滑油散热器端安装耳片的间距不符,无法按照图纸顺利安装耳片,散热器支架耳片与滑油散热器端安装耳片的间距不符，导致无法安装耳片,更换故障件,2,更换故障件,4
R825,825,动力装置系统,发动机,供油胶管,现场测量检查发现发动机供油管上滚波尺寸超出航标规定范围,装机时发现发动机供油胶管无法正常安装,此件加工方法为挤压成型，在零件首件加工合格后，加工后续产品时，由于挤压力大，机床定位出现偏移，之后均有较小的尺寸偏移,更换故障件,2,更换故障件,4
R826,826,动力装置系统,发动机,供油胶管,现场测量检查发现发动机供油管上滚波尺寸超出航标规定范围,装机时发现发动机供油胶管无法正常安装,此件加工方法为挤压成型，在零件首件加工合格后，加工后续产品时，由于挤压力大，机床定位出现偏移，之后均有较小的尺寸偏移,更换故障件,2,更换故障件,4
R827,827,动力装置系统,发动机,供油胶管,现场测量检查发现发动机供油管上滚波尺寸超出航标规定范围,装机时发现发动机供油胶管无法正常安装,此件加工方法为挤压成型，在零件首件加工合格后，加工后续产品时，由于挤压力大，机床定位出现偏移，之后均有较小的尺寸偏移,更换故障件,2,更换故障件,4
R828,828,动力装置系统,发动机,供油胶管,现场测量检查发现发动机供油管上滚波尺寸超出航标规定范围,装机时发现发动机供油胶管无法正常安装,此件加工方法为挤压成型，在零件首件加工合格后，加工后续产品时，由于挤压力大，机床定位出现偏移，之后均有较小的尺寸偏移,更换故障件,2,更换故障件,4
R829,829,动力装置系统,发动机,供油胶管,现场测量检查发现发动机供油管上滚波尺寸超出航标规定范围,装机时发现发动机供油胶管无法正常安装,此件加工方法为挤压成型，在零件首件加工合格后，加工后续产品时，由于挤压力大，机床定位出现偏移，之后均有较小的尺寸偏移,更换故障件,2,更换故障件,4
R830,830,动力装置系统,发动机,短舱下罩密封条,短舱下罩密封条尺寸与图纸尺寸不符,短舱下罩密封条无法安装,工人对图纸不熟悉造成，短舱下罩密封条尺寸与图纸尺寸不符,更换故障件，按图纸安装,2,更换故障件,4
R831,831,动力装置系统,发动机,短舱下罩密封条,短舱下罩密封条尺寸与图纸尺寸不符,短舱下罩密封条无法安装,工人对图纸不熟悉造成，短舱下罩密封条尺寸与图纸尺寸不符,更换故障件，按图纸安装,2,更换故障件,4
R832,832,动力装置系统,发动机,短舱下罩密封条,短舱下罩密封条尺寸与图纸尺寸不符,短舱下罩密封条无法安装,工人对图纸不熟悉造成，短舱下罩密封条尺寸与图纸尺寸不符,更换故障件，按图纸安装,2,更换故障件,4
R833,833,动力装置系统,发动机,短舱下罩密封条,短舱下罩密封条尺寸与图纸尺寸不符,短舱下罩密封条无法安装,工人对图纸不熟悉造成，短舱下罩密封条尺寸与图纸尺寸不符,更换故障件，按图纸安装,2,更换故障件,4
R834,834,动力装置系统,发动机,短舱下罩密封条,短舱下罩密封条尺寸与图纸尺寸不符,短舱下罩密封条无法安装,工人对图纸不熟悉造成，短舱下罩密封条尺寸与图纸尺寸不符,更换故障件，按图纸安装,2,更换故障件,4
R835,835,动力装置系统,发动机,短舱下罩密封条,短舱下罩密封条尺寸与图纸尺寸不符,短舱下罩密封条无法安装,工人对图纸不熟悉造成，短舱下罩密封条尺寸与图纸尺寸不符,更换故障件，按图纸安装,2,更换故障件,4
R836,836,动力装置系统,发动机,短舱下罩密封条,短舱下罩密封条尺寸与图纸尺寸不符,短舱下罩密封条无法安装,工人对图纸不熟悉造成，短舱下罩密封条尺寸与图纸尺寸不符,更换故障件，按图纸安装,2,更换故障件,4
R837,837,动力装置系统,发电机,连接轴套,发动机测绘过程中选择基准点位置出现差错,装机过程中，发电机连接轴套与联轴器的同轴度不合格,发动机测绘过程中选择基准点位置时出现了差错，导致测绘出的发动机安装点坐标值出现了偏差,重新测绘，按照图纸进行装配,3,维修(无需更换）,4
R838,838,动力装置系统,空气冷却风罩,空气冷却风罩,空气冷却风罩未开孔,装机过程中发现空气冷却风罩未开孔，无法装机使用,空气冷却风罩未开孔,按图纸重新开孔,3,维修(无需更换）,4
R839,839,动力装置系统,空气冷却风罩,空气冷却风罩,空气冷却风罩未开孔,装机过程中发现空气冷却风罩未开孔，无法装机使用,空气冷却风罩未开孔,按图纸重新开孔,3,维修(无需更换）,4
R840,840,动力装置系统,空气冷却风罩,空气冷却风罩,空气冷却风罩未开孔,装机过程中发现空气冷却风罩未开孔，无法装机使用,空气冷却风罩未开孔,按图纸重新开孔,3,维修(无需更换）,4
R841,841,动力装置系统,发动机,短舱上罩,发动机短舱上罩外部撕裂,发动机短舱上罩外部撕裂,产品制造质量问题,维修故障件,3,维修(无需更换）,4
R842,842,动力装置系统,散热器,支架,支架上部横梁焊接位置偏下,散热器支架滑油散热器端的两个横梁的间距尺寸与图纸不符，导致滑油散热器无法安装到位,支架上部横梁焊接位置偏下，导致横梁上焊接的短杆位置偏下，使滑油散热器无法安装到位,维修故障件,3,维修(无需更换）,4
R843,843,动力装置系统,散热器,支架,支架上部横梁焊接位置偏下,散热器支架滑油散热器端的两个横梁的间距尺寸与图纸不符，导致滑油散热器无法安装到位,支架上部横梁焊接位置偏下，导致横梁上焊接的短杆位置偏下，使滑油散热器无法安装到位,维修故障件,3,维修(无需更换）,4
R844,844,动力装置系统,冷却风罩,冷却风罩,冷却风罩均无法将发动机散热片完全覆盖，冷却风罩下端缺少包裹翻边,冷却风罩均无法将发动机散热片完全覆盖，冷却风罩下端缺少包裹翻边，导致发动机在空中飞行过程中散热效果受到影响,产品制造质量问题,重新制造工装，用新的工装制造冷却风罩,1,重新制造工装,4
